N_EXPEDIENT,CODI_DISTRICTE,DISTRICTE,CODI_BARRI,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,NUMERO_REGISTRE_GENERALITAT,NUMERO_PLACES,LONGITUD_X,LATITUD_Y
03-2013-0177,3,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,CREU COBERTA,1,57,,,,,,,2,4,HUTB-005560,6,2.1450601225757624,41.373241898063661
01-2013-0235,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,TROMPETES,2,4,,,,,,,1,,HUTB-001228,2,2.1808715852083145,41.380804905175452
03-2013-0296,3,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,BEJAR,1,53,,,,,,,EN,2,HUTB-005924,4,2.1439654600532139,41.375502691753908
02-2013-0471,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,1,41,,,,,,,AT,,HUTB-005441,2,2.1594391639145285,41.380368799637111
02-2013-0687,2,L'EIXAMPLE,10,Sant Antoni,Carrer,TAMARIT,1,187,,,,,,,2,1,HUTB-005713,3,2.1614503113464112,41.37812998994746
02-2013-0689,2,L'EIXAMPLE,10,Sant Antoni,Carrer,TAMARIT,1,187,,,,,,,2,2,HUTB-005714,3,2.1614503113464112,41.37812998994746
02-2013-0690,2,L'EIXAMPLE,10,Sant Antoni,Carrer,TAMARIT,1,187,,,,,,,3,1,HUTB-005715,7,2.1614503113464112,41.37812998994746
02-2013-0692,2,L'EIXAMPLE,10,Sant Antoni,Carrer,TAMARIT,1,187,,,,,,,3,2,HUTB-005716,3,2.1614503113464112,41.37812998994746
02-2013-0706,2,L'EIXAMPLE,10,Sant Antoni,Avinguda,MISTRAL,2,54,,,,,,,2,2,HUTB-005721,9,2.1530480845673772,41.374262116979345
02-2013-0914,2,L'EIXAMPLE,10,Sant Antoni,Carrer,MARQUES DE CAMPO SAGRADO,2,28,,,,,,,1,2,HUTB-005983,7,2.1640549371405049,41.374640510201409
07-2013-0135,7,HORTA-GUINARDÓ,33,el Baix Guinardó,Travessera,GRACIA,2,318,,,,,,B,1,1,HUTB-036807,4,2.1675096010762855,41.406125158225571
10-2013-0232,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Carrer,PUJADES,2,362,,,,,,,10,3,HUTB-007637,6,2.208352664390699,41.406188217668983
03-2013-0192,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,SALVA,1,23,,,,,,,2,2,HUTB-005569,5,2.1650506424540388,41.371787010638712
02-2013-0693,2,L'EIXAMPLE,10,Sant Antoni,Carrer,TAMARIT,1,187,,,,,,,4,1,HUTB-005717,3,2.1614503113464112,41.37812998994746
02-2013-0694,2,L'EIXAMPLE,10,Sant Antoni,Carrer,TAMARIT,1,187,,,,,,,4,2,HUTB-005718,3,2.1614503113464112,41.37812998994746
10-2013-0310,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDUSTRIA,1,211,,,,,,,1,1,HUTB-005801,5,2.1760192134346457,41.409901415776211
05-2013-0260,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,ARIBAU,2,226,,,,,,I,1,2,HUTB-005853,12,2.1494345304703097,41.393321899360991
02-2013-0425,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,45,,,,,,,3,2,HUTB-005375,3,2.1615414121215348,41.375364668292072
10-2013-0361,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Carrer,PALLARS,2,378,,388,,,,,15,1,HUTB-005947,5,2.2081457521279519,41.407798837451438
04-2013-0119,4,LES CORTS,19,les Corts,Carrer,BORDEUS,1,7,,,,,,,1,A,HUTB-007568,4,2.1405417012892665,41.386512227749726
03-2013-0146,3,SANTS-MONTJUÏC,17,Sants - Badal,Carrer,SANTS,1,387,,,,,,,6,1,HUTB-005479,4,2.1233968508523922,41.373691184187621
03-2013-0147,3,SANTS-MONTJUÏC,17,Sants - Badal,Carrer,SANTS,1,387,,,,,,,6,2,HUTB-005480,4,2.1233968508523922,41.373691184187621
03-2013-0148,3,SANTS-MONTJUÏC,17,Sants - Badal,Carrer,SANTS,1,387,,,,,,,6,3,HUTB-005481,5,2.1233968508523922,41.373691184187621
03-2013-0149,3,SANTS-MONTJUÏC,17,Sants - Badal,Carrer,SANTS,1,387,,,,,,,6,4,HUTB-005482,5,2.1233968508523922,41.373691184187621
03-2013-0150,3,SANTS-MONTJUÏC,17,Sants - Badal,Carrer,SANTS,1,387,,,,,,,6,5,HUTB-005483,5,2.1233968508523922,41.373691184187621
03-2013-0151,3,SANTS-MONTJUÏC,17,Sants - Badal,Carrer,SANTS,1,387,,,,,,,6,6,HUTB-005484,4,2.1233968508523922,41.373691184187621
03-2013-0152,3,SANTS-MONTJUÏC,17,Sants - Badal,Carrer,SANTS,1,387,,,,,,,6,7,HUTB-005485,4,2.1233968508523922,41.373691184187621
02-2013-0584,2,L'EIXAMPLE,10,Sant Antoni,Carrer,PARLAMENT,1,35,,,,,,,2,1,HUTB-005572,4,2.161633948653539,41.374880179116772
02-2013-0452,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CASP,1,41,,,,,,,AT,2,HUTB-005392,6,2.1727974124262595,41.390048709028491
02-2013-0609,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Gran Via,CORTS CATALANES,1,497,,,,,,,1,3,HUTB-005637,6,2.1556215065063409,41.379220862773266
02-2013-0895,2,L'EIXAMPLE,10,Sant Antoni,Carrer,PARLAMENT,1,31,,,,,,,4,1,HUTB-005935,5,2.161512385978495,41.37478948833833
02-2013-0896,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,DIPUTACIO,2,36,,,,,,,4,1,HUTB-005938,9,2.1502404974858091,41.376604956030668
02-2013-0918,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,2,150,,,,,,,4,5,HUTB-005972,5,2.1649633164106108,41.396937768797905
02-2013-0960,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,MARINA,2,240,,,,,,,3,6,HUTB-006064,4,2.1760504599872847,41.400714167448633
05-2013-0161,5,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Ronda,GENERAL MITRE,2,238,,,,,,,BJ,1,HUTB-005443,6,2.147624852981719,41.40395424853336
06-2013-0215,6,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,2,208,,,,,,,4,3,HUTB-005656,5,2.1598999928401561,41.401375173739936
02-2013-0897,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,69,,,,,,,5,2,HUTB-005936,4,2.1600643756802178,41.388427594102311
06-2013-0283,6,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,2,190,,,,,,,1,,HUTB-005939,4,2.1589685722437904,41.400805338179637
03-2013-0089,3,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,FARELL,1,25,,,,,,,3,2,HUTB-005332,6,2.1425137175736131,41.37102469125989
02-2013-0564,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,1,225,,,,,,,SA,1,HUTB-005602,7,2.1599811163759428,41.389302002372531
02-2013-0789,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE LLURIA,1,125,,,,,,,3,,HUTB-006057,48,2.1624907539406442,41.395115650557628
05-2013-0168,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Via,AUGUSTA,1,95,,,,,,,4,1,HUTB-005444,6,2.1485151559308067,41.399098214524642
03-2013-0280,3,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,CREU COBERTA,2,36,,,,,,,1,1,HUTB-005835,5,2.1457105184712377,41.373439912851133
02-2013-0832,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,PROVENÇA,2,424,,,,,,,4,2,HUTB-006017,8,2.1706530305089098,41.400464604549349
06-2013-0230,6,GRACIA,31,la Vila de Gràcia,Carrer,PERLA,1,25,,,,,,,2,1,HUTB-005724,6,2.156566529477923,41.401951197733275
06-2013-0161,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Passeig,SANT JOAN,2,144,,,,,,,PR,4,HUTB-005427,5,2.1658128835206369,41.399893461684044
07-2013-0101,7,HORTA-GUINARDÓ,35,el Guinardó,Avinguda,MARE DE DEU DE MONTSERRAT,2,192,,,,,,,3,3,HUTB-005725,8,2.1721725536262326,41.418321341238631
06-2013-0213,6,GRACIA,31,la Vila de Gràcia,Carrer,LLUIS VIVES,2,4,,,,,,,1,1,HUTB-005626,4,2.1614092940839726,41.398417775284948
02-2013-0554,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,87,,,,,,,EN,1B,HUTB-005593,5,2.1589104112401674,41.389304097955709
02-2013-0555,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,87,,,,,,,EN,1A,HUTB-005595,6,2.1589104112401674,41.389304097955709
02-2013-0939,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,COMTE D'URGELL,2,172,,,,,,,6,1,HUTB-005992,8,2.1513680873477674,41.385095951544997
06-2013-0266,6,GRACIA,31,la Vila de Gràcia,Carrer,FERRER DE BLANES,1,11,,,,,,,2,,HUTB-005868,7,2.1576823995031673,41.396890768596855
06-2013-0270,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,BAILEN,2,222,,,,,,,SA,,HUTB-005879,2,2.162311510287835,41.400658132764462
03-2013-0289,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,RICART,2,40,,44,,,,,2,3,HUTB-005866,8,2.1562283253619463,41.370760447063176
10-2013-0218,10,SANT MARTI,67,la Vila Olímpica del Poblenou,Carrer,MARINA,2,44,,,,,,,BJ,A,HUTB-005522,5,2.1908800770065175,41.389419844967236
10-2013-0351,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,SANT QUINTI,1,37,,45,,,,A,EN,1,HUTB-005882,8,2.1771264280094931,41.41136780363005
02-2013-0840,2,L'EIXAMPLE,10,Sant Antoni,Gran Via,CORTS CATALANES,2,506,,510,,,,,1,2,HUTB-005883,5,2.1568810387732213,41.379510124183412
02-2013-0841,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,30,,,,,,,1,1,HUTB-073009,,2.160335676767148,41.379971790269636
06-2013-0272,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,LEGALITAT,1,53,,,,,,,EN,2,HUTB-005885,7,2.160256737816983,41.406694390151507
02-2013-0594,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,131,,133,,,,,2,1,HUTB-005583,6,2.151135154305909,41.386070521087568
02-2013-0596,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,131,,133,,,,,AT,2,HUTB-005584,10,2.151135154305909,41.386070521087568
02-2013-0597,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,131,,133,,,,,1,4,HUTB-005585,9,2.151135154305909,41.386070521087568
02-2013-0598,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,131,,133,,,,,6,4,HUTB-005586,8,2.151135154305909,41.386070521087568
06-2013-0221,6,GRACIA,29,el Coll,Carrer,FONT DEL COLL,1,15,,,,,,,AT,3,HUTB-005674,9,2.1492893956013788,41.417780871627315
02-2013-0659,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,2,8,,,,,,,3,2,HUTB-005738,8,2.1764601492754623,41.389957984111945
06-2013-0149,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Passeig,AMUNT,2,18,,,,,,,AT,2,HUTB-005373,9,2.1589145352126513,41.40818616836669
02-2013-0445,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,1,291,,,,,,,1,1,HUTB-005393,3,2.167854683620781,41.390129725113319
02-2013-0446,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,1,291,,,,,,,1,4,HUTB-005394,4,2.167854683620781,41.390129725113319
02-2013-0447,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,1,291,,,,,,,2,1,HUTB-005395,3,2.167854683620781,41.390129725113319
02-2013-0448,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,1,291,,,,,,,2,4,HUTB-005396,4,2.167854683620781,41.390129725113319
02-2013-0449,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,1,291,,,,,,,3,1,HUTB-005504,6,2.167854683620781,41.390129725113319
02-2013-0450,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,1,291,,,,,,,3,2,HUTB-005505,6,2.167854683620781,41.390129725113319
02-2013-0451,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,1,291,,,,,,,4,1,HUTB-005506,6,2.167854683620781,41.390129725113319
02-2013-0409,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,45,,,,,,,2,2,HUTB-005357,3,2.1615414121215348,41.375364668292072
02-2013-0410,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,45,,,,,,,EN,2,HUTB-007574,5,2.1615414121215348,41.375364668292072
02-2013-0411,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,45,,,,,,,1,2,HUTB-005458,5,2.1615414121215348,41.375364668292072
02-2013-0593,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,VALENCIA,2,184,,,,,,,1,1,HUTB-005660,5,2.1557523484292149,41.385845083635935
06-2013-0153,6,GRACIA,31,la Vila de Gràcia,Carrer,TORRENT DE L'OLLA,1,49,,,,,,,SA,,HUTB-005397,8,2.1583060656278024,41.39836671529261
06-2013-0154,6,GRACIA,31,la Vila de Gràcia,Carrer,TORRENT DE L'OLLA,1,49,,,,,,,AT,,HUTB-005398,11,2.1583060656278024,41.39836671529261
06-2013-0155,6,GRACIA,31,la Vila de Gràcia,Carrer,TORRENT DE L'OLLA,1,49,,,,,,,3,,HUTB-005399,14,2.1583060656278024,41.39836671529261
06-2013-0156,6,GRACIA,31,la Vila de Gràcia,Carrer,TORRENT DE L'OLLA,1,49,,,,,,,2,2,HUTB-005400,6,2.1583060656278024,41.39836671529261
06-2013-0157,6,GRACIA,31,la Vila de Gràcia,Carrer,TORRENT DE L'OLLA,1,49,,,,,,,2,1,HUTB-005401,6,2.1583060656278024,41.39836671529261
06-2013-0158,6,GRACIA,31,la Vila de Gràcia,Carrer,TORRENT DE L'OLLA,1,49,,,,,,,1,2,HUTB-005402,6,2.1583060656278024,41.39836671529261
06-2013-0159,6,GRACIA,31,la Vila de Gràcia,Carrer,TORRENT DE L'OLLA,1,49,,,,,,,1,1,HUTB-005403,6,2.1583060656278024,41.39836671529261
06-2013-0160,6,GRACIA,31,la Vila de Gràcia,Carrer,TORRENT DE L'OLLA,1,49,,,,,,,EN,,HUTB-005404,15,2.1583060656278024,41.39836671529261
02-2013-0791,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,MUNTANER,1,161,,,,,,,1,4,HUTB-005812,8,2.1518557241592147,41.389510666343803
02-2013-0861,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,2,16,,,,,,,2,3,HUTB-062262,,2.1678324554521868,41.387483212682511
06-2013-0147,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Passatge,ALIO,2,8,,,,,,,2,,HUTB-005376,14,2.1655425784057272,41.400727081348037
03-2013-0174,3,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,BEJAR,1,53,,,,,,,2,1,HUTB-005558,2,2.1439654600532139,41.375502691753908
10-2013-0190,10,SANT MARTI,68,el Poblenou,Carrer,LLULL,2,248,,,,,,,BJ,IN,HUTB-005387,4,2.2044021280877346,41.401555201635517
02-2013-0855,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,ARAGO,1,39,,,,,,,2,2,HUTB-005965,7,2.1468555519276804,41.377720963699204
02-2013-0856,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,ARAGO,1,39,,,,,,,2,1,HUTB-005966,7,2.1468555519276804,41.377720963699204
02-2013-0857,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,ARAGO,1,39,,,,,,,4,4,HUTB-005968,7,2.1468555519276804,41.377720963699204
02-2013-0858,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,ROCAFORT,2,102,,,,,,,PR,3,HUTB-005909,7,2.1511614813361954,41.378370201661603
10-2013-0216,10,SANT MARTI,68,el Poblenou,Carrer,TANGER,2,148,,,,,,D,5,1,HUTB-005498,10,2.1944272530986701,41.402558362708916
02-2013-0390,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BRUC,1,69,,,,,,,3,2,HUTB-005432,14,2.1688011291819551,41.3920495887835
02-2013-0503,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,65,,,,,,,3,3,HUTB-005499,3,2.1605094615626128,41.376143609407542
02-2013-0505,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,VALENCIA,1,465,,,,,,,PR,1,HUTB-005500,3,2.176834130016001,41.4019693319512
02-2013-0506,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,VALENCIA,1,465,,,,,,,PR,2,HUTB-005501,3,2.176834130016001,41.4019693319512
02-2013-0508,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,VALENCIA,1,465,,,,,,,PR,3,HUTB-005502,3,2.176834130016001,41.4019693319512
02-2013-0509,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,VALENCIA,1,465,,,,,,,PR,4,HUTB-005497,3,2.176834130016001,41.4019693319512
02-2013-0510,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,ARAGO,2,116,,,,,,,SA,1,HUTB-006713,3,2.1534191796234885,41.382387396393298
06-2013-0235,6,GRACIA,31,la Vila de Gràcia,Carrer,RAMON Y CAJAL,2,8,,,,,,,3,1,HUTB-005743,4,2.1567529764557629,41.400221604883143
06-2013-0236,6,GRACIA,31,la Vila de Gràcia,Carrer,TORRENT DE L'OLLA,2,28,,,,,,,PR,1,HUTB-005750,3,2.1593615498978762,41.397488112592832
03-2013-0285,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,PIQUER,1,15,,,,,,,3,3,HUTB-005855,4,2.1694605796180086,41.370900867227299
01-2013-0847,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Via,LAIETANA,2,46,,,,,,,PR,2,HUTB-000985,23,2.17454455589588,41.384583391969315
02-2013-0504,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,77,,,,,,,1,2,HUTB-007564,10,2.1704615215852137,41.394210968433903
02-2013-0507,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,77,,,,,,,1,1,HUTB-007565,10,2.1704615215852137,41.394210968433903
10-2013-0174,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,CORSEGA,2,668,,,,,,,4,4,HUTB-005328,3,2.1784238918914571,41.409739327481844
03-2013-0117,3,SANTS-MONTJUÏC,17,Sants - Badal,Carrer,SANTS,1,387,,,,,,,2,4,HUTB-005445,5,2.1233968508523922,41.373691184187621
03-2013-0118,3,SANTS-MONTJUÏC,17,Sants - Badal,Carrer,SANTS,1,387,,,,,,,2,5,HUTB-005446,5,2.1233968508523922,41.373691184187621
03-2013-0119,3,SANTS-MONTJUÏC,17,Sants - Badal,Carrer,SANTS,1,387,,,,,,,2,6,HUTB-005447,4,2.1233968508523922,41.373691184187621
03-2013-0120,3,SANTS-MONTJUÏC,17,Sants - Badal,Carrer,SANTS,1,387,,,,,,,2,7,HUTB-005448,4,2.1233968508523922,41.373691184187621
03-2013-0121,3,SANTS-MONTJUÏC,17,Sants - Badal,Carrer,SANTS,1,387,,,,,,,3,1,HUTB-005449,4,2.1233968508523922,41.373691184187621
03-2013-0122,3,SANTS-MONTJUÏC,17,Sants - Badal,Carrer,SANTS,1,387,,,,,,,3,2,HUTB-005450,4,2.1233968508523922,41.373691184187621
03-2013-0123,3,SANTS-MONTJUÏC,17,Sants - Badal,Carrer,SANTS,1,387,,,,,,,3,3,HUTB-005451,5,2.1233968508523922,41.373691184187621
03-2013-0124,3,SANTS-MONTJUÏC,17,Sants - Badal,Carrer,SANTS,1,387,,,,,,,3,4,HUTB-005452,5,2.1233968508523922,41.373691184187621
03-2013-0098,3,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,CONSELL DE CENT,1,49,B,,,,,,3,2,HUTB-005355,5,2.1446380008085688,41.374816951210796
02-2013-0678,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,UNIVERSITAT,1,17,,,,,,,2,4,HUTB-007644,20,2.1653110948337062,41.38489790853275
02-2013-0459,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,SICILIA,1,173,,,,,,,AT,3,HUTB-005428,4,2.1750307779902474,41.397586412756922
10-2013-0319,10,SANT MARTI,67,la Vila Olímpica del Poblenou,Carrer,JOAN D'AUSTRIA,1,51,,,,,,A,2,2,HUTB-005803,5,2.1908224928904145,41.390709820195944
02-2013-0515,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILADOMAT,1,3,,,,,,,1,C,HUTB-005524,7,2.1615526243140537,41.373651662343754
02-2013-0677,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,DIPUTACIO,2,154,,,,,,,5,3,HUTB-005696,8,2.1566936958068679,41.381452555509753
10-2013-0321,10,SANT MARTI,67,la Vila Olímpica del Poblenou,Carrer,JOAN D'AUSTRIA,1,51,,,,,,A,1,2,HUTB-005805,5,2.1908224928904145,41.390709820195944
10-2013-0322,10,SANT MARTI,67,la Vila Olímpica del Poblenou,Carrer,JOAN D'AUSTRIA,1,51,,,,,,A,3,2,HUTB-005804,5,2.1908224928904145,41.390709820195944
06-2013-0251,6,GRACIA,31,la Vila de Gràcia,Carrer,PEREZ GALDOS,2,32,,,,,,,3,1,,12,2.1503437409774615,41.40434355750682
01-2013-0247,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,1,3,HUTB-003799,5,2.1790905760540156,41.381784526676597
01-2013-0250,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,1,4,HUTB-003800,11,2.1790905760540156,41.381784526676597
01-2013-0252,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,ARGENTERIA,2,6,,,,,,,2,1,HUTB-003801,7,2.1790905760540156,41.381784526676597
06-2013-0242,6,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,2,146,,,,,,,2,,HUTB-005796,4,2.155922309757949,41.398930082478387
02-2013-0743,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passatge,ROGER DE FLOR,1,9,,,,,,,BJ,,HUTB-005859,4,2.1682851200205082,41.399764987488503
03-2013-0237,3,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,DIPUTACIO,1,7,,,,,,,2,3,HUTB-005726,4,2.1466512701427298,41.374186005597359
02-2013-0702,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,44,,,,,,,2,3,HUTB-007604,4,2.1734373541276364,41.406402595298616
02-2013-0704,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,44,,,,,,,1,3,HUTB-007603,4,2.1734373541276364,41.406402595298616
02-2013-0705,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,44,,,,,,,BJ,1,HUTB-007602,6,2.1734373541276364,41.406402595298616
03-2013-0242,3,SANTS-MONTJUÏC,18,Sants,Carrer,TENOR MASINI,1,59,,,,,,,BJ,1,HUTB-005744,4,2.1305922615092285,41.375706953699513
06-2013-0287,6,GRACIA,31,la Vila de Gràcia,Carrer,GRAN DE GRACIA,2,16,,,,,,,3,2,HUTB-005953,5,2.1562734145390197,41.396494663289921
06-2013-0294,6,GRACIA,31,la Vila de Gràcia,Carrer,VERDI,1,103,,,,,,,BJ,,HUTB-005991,11,2.1536327438276786,41.403948347676398
02-2013-0375,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,CORSEGA,2,74,,,,,,,EN,1,HUTB-008993,3,2.1434443648792696,41.383384370693292
02-2013-0669,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,2,46,,,,,,,BJ,2,HUTB-005679,9,2.159223970274482,41.385929160007684
02-2013-0391,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Gran Via,CORTS CATALANES,1,539,,,,,,,3,3,HUTB-005353,5,2.1585554175293318,41.381457528484063
10-2013-0368,10,SANT MARTI,68,el Poblenou,Passatge,BORI,2,6,,,,,,,2,4,HUTB-006000,4,2.2008630473646171,41.396169716628286
02-2013-0780,2,L'EIXAMPLE,10,Sant Antoni,Avinguda,PARAL.LEL,2,92,,,,,,,1,2,HUTB-005818,11,2.1652655669604801,41.373316535540511
06-2013-0196,6,GRACIA,31,la Vila de Gràcia,Carrer,VIC,2,6,,,,,,,1,1,HUTB-005591,8,2.1543059336624166,41.396885817325717
10-2013-0246,10,SANT MARTI,67,la Vila Olímpica del Poblenou,Carrer,RAMON TURRO,1,69,,,,,,,2,2,HUTB-005607,4,2.1931628907652834,41.391712352471359
03-2013-0096,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,LLEIDA,1,49,,,,,,,PR,1,HUTB-005356,3,2.1548637289425807,41.369864028788328
06-2013-0262,6,GRACIA,31,la Vila de Gràcia,Carrer,PROGRES,1,25,,,,,,,BJ,1,HUTB-005852,6,2.1588983198057559,41.398375937386618
02-2013-0915,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,MUNTANER,1,111,,,,,,,2,1,HUTB-005982,5,2.1545183328190092,41.387504510375472
02-2013-0414,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,1,71,,,,,,,5,1,HUTB-005354,3,2.1569247942525842,41.383975199837018
03-2013-0175,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,BLASCO DE GARAY,1,33,,,,,,,4,1,HUTB-005557,4,2.1618101772252407,41.371699138739267
02-2013-0658,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,MALLORCA,1,451,,,,,,A,EN,2,HUTB-005675,4,2.1774218245913168,41.404114930321015
02-2013-0950,2,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,93,,,,,,,1,1,HUTB-006020,5,2.1566194810703996,41.37789582534257
10-2013-0373,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,NAPOLS,1,13,,15,,,,,SA,1,HUTB-006021,1,2.1837835209097767,41.389242267256662
10-2013-0375,10,SANT MARTI,67,la Vila Olímpica del Poblenou,Plaça,TIRANT LO BLANC,2,8,,,,,,,3,1,HUTB-006022,3,2.1999551264825818,41.391315034336998
02-2013-0721,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BALMES,2,64,,,,,,,4,2,HUTB-005748,16,2.1611265644139848,41.387905215132555
